person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
42,63152,MORTGAGE,7.7,DEBTCONSOLIDATION,A,25929,12.08,0.411,Y,29,0
63,82822,MORTGAGE,4.6,HOMEIMPROVEMENT,D,10450,11.96,0.126,N,17,0
40,26499,OWN,5.3,EDUCATION,D,3883,5.0,0.147,N,20,0
41,71439,RENT,3.9,MEDICAL,E,523,12.58,0.007,N,26,0
30,53814,RENT,,MEDICAL,C,20124,,0.374,N,14,0
38,58441,MORTGAGE,3.1,HOMEIMPROVEMENT,E,19688,,0.337,N,27,0
28,26768,MORTGAGE,6.8,MEDICAL,E,22327,10.04,0.834,N,17,1
37,44804,MORTGAGE,7.6,MEDICAL,A,24085,17.4,0.538,N,7,0
24,35732,RENT,0.6,DEBTCONSOLIDATION,B,15200,16.8,0.425,Y,11,1
38,86119,RENT,6.6,PERSONAL,A,9399,8.28,0.109,Y,7,0
53,55169,OWN,9.7,EDUCATION,B,15621,10.83,0.283,N,14,0
31,16923,RENT,2.7,VENTURE,C,7418,11.84,0.438,Y,25,1
29,71513,MORTGAGE,8.0,DEBTCONSOLIDATION,E,30418,6.82,0.425,N,3,0
56,86680,RENT,4.4,MEDICAL,B,19465,15.03,0.225,N,12,0
47,42925,RENT,1.3,HOMEIMPROVEMENT,A,9571,6.22,0.223,N,23,0
48,47117,RENT,1.7,EDUCATION,D,23682,11.44,0.503,N,14,0
25,20547,RENT,,MEDICAL,C,9114,7.67,0.444,N,13,0
42,170479,OWN,7.5,PERSONAL,F,3117,13.19,0.018,Y,23,0
64,42949,MORTGAGE,4.5,HOMEIMPROVEMENT,C,1143,8.64,0.027,N,12,0
55,42970,RENT,,DEBTCONSOLIDATION,C,8390,12.44,0.195,N,9,0
42,30946,RENT,4.1,DEBTCONSOLIDATION,D,5054,13.5,0.163,N,8,0
38,50702,RENT,4.3,PERSONAL,G,31768,9.6,0.627,N,11,0
62,36551,RENT,6.1,VENTURE,C,26442,12.06,0.723,Y,15,1
46,57278,MORTGAGE,4.8,MEDICAL,F,34536,9.41,0.603,N,12,0
43,57865,RENT,,EDUCATION,C,14503,8.16,0.251,N,23,0
61,107246,MORTGAGE,13.3,MEDICAL,F,19198,5.53,0.179,N,5,0
61,38899,MORTGAGE,9.4,PERSONAL,C,28316,10.63,0.728,N,13,0
44,67538,RENT,11.2,VENTURE,B,29927,10.55,0.443,N,25,0
50,92315,RENT,1.1,MEDICAL,E,32192,8.29,0.349,N,8,0
28,83222,RENT,11.6,DEBTCONSOLIDATION,C,29380,12.11,0.353,Y,24,0
59,35394,MORTGAGE,6.2,MEDICAL,C,5897,10.03,0.167,N,12,0
22,71829,MORTGAGE,13.5,EDUCATION,B,23960,8.79,0.334,N,28,0
27,57745,MORTGAGE,14.0,MEDICAL,B,13016,7.38,0.225,N,12,0
22,19495,RENT,1.9,DEBTCONSOLIDATION,C,15845,8.3,0.813,N,7,0
59,39611,RENT,12.5,EDUCATION,B,13330,13.91,0.337,N,4,1
58,60567,RENT,8.5,HOMEIMPROVEMENT,D,33633,14.24,0.555,Y,19,1
29,59162,RENT,1.4,DEBTCONSOLIDATION,E,28557,14.28,0.483,N,14,1
48,60680,RENT,,MEDICAL,C,25888,5.0,0.427,N,24,0
26,47985,MORTGAGE,5.8,DEBTCONSOLIDATION,E,11799,12.15,0.246,N,26,0
54,42549,RENT,1.2,PERSONAL,B,13059,,0.307,N,29,1
55,47834,MORTGAGE,10.5,EDUCATION,C,32226,13.56,0.674,N,9,0
54,42034,MORTGAGE,2.7,VENTURE,A,16813,12.83,0.4,Y,12,1
53,21506,RENT,3.0,DEBTCONSOLIDATION,B,22833,7.4,1.062,N,20,1
58,27610,OTHER,6.5,EDUCATION,D,14408,8.99,0.522,N,22,0
51,65993,RENT,2.5,MEDICAL,A,25590,12.14,0.388,N,21,0
46,42047,RENT,15.3,VENTURE,B,21219,12.68,0.505,N,26,0
43,66848,MORTGAGE,8.3,VENTURE,D,7699,11.0,0.115,Y,13,1
36,83296,OWN,8.9,EDUCATION,C,29148,11.14,0.35,Y,7,0
39,53198,RENT,2.5,HOMEIMPROVEMENT,E,27567,10.41,0.518,N,20,0
58,77919,RENT,1.2,MEDICAL,E,9199,12.22,0.118,N,13,1
63,22726,RENT,4.6,DEBTCONSOLIDATION,A,33517,15.68,1.475,N,18,1
30,59931,RENT,13.0,VENTURE,C,27627,11.58,0.461,Y,10,0
55,134474,MORTGAGE,16.1,PERSONAL,A,18666,10.33,0.139,N,27,0
34,51392,RENT,9.4,VENTURE,B,14325,14.39,0.279,N,20,0
30,29229,RENT,8.6,VENTURE,E,6608,8.61,0.226,N,3,0
49,77946,MORTGAGE,,VENTURE,D,2883,10.64,0.037,Y,3,1
63,77644,MORTGAGE,3.4,MEDICAL,D,9994,12.88,0.129,Y,26,0
53,33923,MORTGAGE,9.4,DEBTCONSOLIDATION,F,34562,8.5,1.019,N,22,1
31,22518,RENT,2.5,PERSONAL,F,988,11.09,0.044,N,10,0
24,89747,RENT,5.3,EDUCATION,B,20549,13.85,0.229,N,27,0
59,92757,RENT,19.3,HOMEIMPROVEMENT,A,6279,8.14,0.068,N,20,0
35,58926,OWN,,HOMEIMPROVEMENT,C,19679,11.71,0.334,Y,17,0
27,35072,MORTGAGE,6.5,DEBTCONSOLIDATION,D,9147,9.29,0.261,N,20,1
55,42995,RENT,3.8,PERSONAL,F,30875,11.74,0.718,N,29,0
47,46455,RENT,3.7,VENTURE,A,10256,9.39,0.221,Y,14,0
40,66700,OWN,4.0,VENTURE,D,29055,10.12,0.436,Y,5,1
39,30404,OWN,1.7,VENTURE,C,25087,9.46,0.825,Y,3,0
50,67677,OWN,5.3,VENTURE,C,20421,7.92,0.302,Y,28,1
28,103245,RENT,1.0,DEBTCONSOLIDATION,F,32664,13.83,0.316,N,3,0
34,30098,OWN,3.1,HOMEIMPROVEMENT,B,5564,7.44,0.185,N,14,1
63,25133,MORTGAGE,13.5,DEBTCONSOLIDATION,D,16840,10.63,0.67,N,3,1
46,35369,MORTGAGE,5.6,EDUCATION,D,31230,10.33,0.883,N,28,1
54,29656,MORTGAGE,6.5,MEDICAL,A,4553,14.28,0.154,N,24,0
41,15988,MORTGAGE,5.7,HOMEIMPROVEMENT,G,19683,11.29,1.231,N,20,1
57,43396,MORTGAGE,4.6,MEDICAL,A,11723,8.32,0.27,N,29,0
32,72278,RENT,9.6,PERSONAL,D,16143,16.48,0.223,N,11,1
41,45545,MORTGAGE,2.9,EDUCATION,C,6708,15.05,0.147,N,15,0
25,42361,MORTGAGE,11.6,PERSONAL,B,8901,12.64,0.21,N,12,1
26,36796,MORTGAGE,15.2,EDUCATION,B,8814,,0.24,N,28,0
24,29127,MORTGAGE,0.4,HOMEIMPROVEMENT,E,17177,8.78,0.59,N,19,1
62,8395,MORTGAGE,10.8,VENTURE,D,16161,9.26,1.925,N,2,1
35,39215,RENT,4.6,HOMEIMPROVEMENT,D,26340,13.22,0.672,N,23,1
49,55272,RENT,6.5,VENTURE,B,21271,10.55,0.385,N,23,0
24,25135,OWN,7.3,HOMEIMPROVEMENT,A,12370,9.25,0.492,N,12,0
33,24734,RENT,1.8,VENTURE,A,7019,8.63,0.284,N,12,0
61,50982,RENT,3.0,PERSONAL,C,23346,10.7,0.458,N,17,0
59,57534,MORTGAGE,,DEBTCONSOLIDATION,B,24430,13.75,0.425,N,16,0
61,47348,MORTGAGE,,HOMEIMPROVEMENT,C,25555,12.15,0.54,N,24,1
31,80147,OWN,5.0,MEDICAL,A,6410,14.98,0.08,N,19,0
59,37303,RENT,1.9,DEBTCONSOLIDATION,A,31864,12.08,0.854,Y,27,0
54,39037,OWN,3.0,EDUCATION,D,17094,9.07,0.438,N,12,1
44,22858,RENT,2.0,VENTURE,C,7187,19.46,0.314,N,29,0
29,43245,MORTGAGE,,PERSONAL,C,27485,10.12,0.636,N,28,1
32,66159,MORTGAGE,,PERSONAL,B,33015,15.69,0.499,N,19,0
60,19223,MORTGAGE,3.7,DEBTCONSOLIDATION,B,26964,6.91,1.403,N,17,1
52,19826,RENT,2.4,MEDICAL,B,21755,5.0,1.097,N,6,1
58,63448,RENT,3.1,PERSONAL,C,23279,11.73,0.367,Y,25,0
50,41813,RENT,3.4,MEDICAL,B,22536,11.3,0.539,N,19,1
54,25493,MORTGAGE,5.8,VENTURE,C,12683,13.0,0.498,N,6,0
49,66644,OTHER,0.2,HOMEIMPROVEMENT,B,33682,12.87,0.505,N,21,1
25,16822,MORTGAGE,3.6,EDUCATION,A,27406,11.42,1.629,Y,8,1
38,46347,MORTGAGE,12.5,VENTURE,C,11510,12.33,0.248,N,6,1
45,32116,OTHER,7.0,PERSONAL,A,18584,10.95,0.579,N,10,1
51,55642,RENT,8.1,MEDICAL,B,30033,8.86,0.54,Y,21,1
25,86231,RENT,,DEBTCONSOLIDATION,B,15716,10.28,0.182,N,14,0
24,104188,RENT,18.2,EDUCATION,A,30497,7.81,0.293,N,22,0
63,33962,RENT,4.5,HOMEIMPROVEMENT,C,11469,7.51,0.338,Y,15,1
46,32198,RENT,,VENTURE,B,616,11.67,0.019,N,5,0
37,72360,OWN,9.0,DEBTCONSOLIDATION,C,20670,,0.286,N,8,0
58,36690,RENT,5.7,MEDICAL,C,32839,11.08,0.895,N,13,0
39,64545,MORTGAGE,2.2,PERSONAL,B,23141,8.35,0.359,N,20,0
31,27747,RENT,9.4,MEDICAL,B,32843,10.14,1.184,N,4,1
61,40712,MORTGAGE,5.3,PERSONAL,A,24595,8.39,0.604,N,17,0
49,70534,MORTGAGE,1.7,VENTURE,B,1298,8.9,0.018,Y,23,0
32,70204,RENT,3.8,EDUCATION,C,6485,9.45,0.092,N,4,0
31,66860,RENT,8.9,DEBTCONSOLIDATION,E,9597,17.56,0.144,N,17,0
26,44506,OWN,105.0,EDUCATION,A,7091,14.13,0.159,N,26,0
20,26214,MORTGAGE,7.2,EDUCATION,B,29830,13.25,1.138,N,23,0
62,62120,RENT,8.6,PERSONAL,E,28515,13.52,0.459,N,27,0
39,73780,RENT,,HOMEIMPROVEMENT,D,14053,13.88,0.19,N,5,0
62,36566,RENT,7.6,MEDICAL,C,21384,15.3,0.585,Y,15,1
61,94799,RENT,1.6,VENTURE,A,1959,11.55,0.021,N,14,0
46,44255,MORTGAGE,13.5,HOMEIMPROVEMENT,B,3691,5.56,0.083,N,22,0
26,15099,RENT,7.9,MEDICAL,A,26758,15.08,1.772,N,25,1
46,57042,RENT,9.3,EDUCATION,C,1765,8.32,0.031,N,4,0
39,38738,RENT,2.6,EDUCATION,A,26314,13.08,0.679,N,5,0
24,71613,OWN,9.9,DEBTCONSOLIDATION,B,16798,7.79,0.235,N,25,0
20,53252,MORTGAGE,5.8,EDUCATION,C,3341,10.65,0.063,N,13,0
38,35845,MORTGAGE,6.2,HOMEIMPROVEMENT,E,21441,13.35,0.598,N,10,1
49,48461,MORTGAGE,5.9,VENTURE,A,14323,6.36,0.296,Y,26,1
50,45770,RENT,5.0,DEBTCONSOLIDATION,A,22606,12.62,0.494,N,25,1
53,39874,RENT,5.0,PERSONAL,B,31805,12.89,0.798,N,4,0
56,106466,MORTGAGE,3.1,DEBTCONSOLIDATION,C,24009,10.17,0.226,N,20,0
35,49073,RENT,12.5,DEBTCONSOLIDATION,D,4078,9.43,0.083,N,24,0
29,35362,OWN,1.7,EDUCATION,A,30503,8.03,0.863,N,2,1
61,30379,RENT,2.1,MEDICAL,C,27294,12.22,0.898,Y,10,1
45,61679,MORTGAGE,2.0,MEDICAL,B,6476,8.69,0.105,Y,8,0
41,49148,MORTGAGE,6.1,PERSONAL,A,1832,,0.037,N,18,0
41,40007,MORTGAGE,4.0,VENTURE,B,8696,10.31,0.217,N,22,1
24,48114,MORTGAGE,9.6,MEDICAL,C,4394,11.15,0.091,N,13,1
61,21216,MORTGAGE,,EDUCATION,B,11644,13.74,0.549,N,13,1
40,74486,RENT,,EDUCATION,G,7145,7.89,0.096,N,17,1
61,60519,RENT,4.2,HOMEIMPROVEMENT,E,25660,10.01,0.424,N,21,1
30,65191,RENT,5.1,VENTURE,A,21843,10.44,0.335,N,8,1
24,48541,MORTGAGE,8.1,DEBTCONSOLIDATION,A,4292,11.3,0.088,N,21,0
43,26521,MORTGAGE,5.8,HOMEIMPROVEMENT,B,25164,10.12,0.949,N,3,1
52,26270,MORTGAGE,4.2,DEBTCONSOLIDATION,C,18819,19.53,0.716,Y,20,1
25,37755,MORTGAGE,5.2,EDUCATION,G,681,7.52,0.018,N,7,0
23,43312,MORTGAGE,2.7,EDUCATION,A,23523,11.21,0.543,N,19,0
23,88013,MORTGAGE,6.5,PERSONAL,E,9456,6.62,0.107,N,27,0
44,59650,RENT,1.7,EDUCATION,C,27746,7.6,0.465,N,24,0
38,34636,RENT,,VENTURE,B,2506,16.48,0.072,N,10,0
61,25474,MORTGAGE,1.7,MEDICAL,E,34704,6.06,1.362,Y,21,1
53,51538,OWN,0.5,EDUCATION,A,22408,,0.435,N,29,1
60,83073,RENT,6.3,EDUCATION,A,1708,5.0,0.021,Y,7,0
22,28970,MORTGAGE,1.4,PERSONAL,D,32464,11.15,1.121,Y,9,1
44,31265,RENT,3.0,VENTURE,D,27775,12.74,0.888,N,9,1
61,49255,MORTGAGE,12.0,PERSONAL,C,8850,10.34,0.18,N,26,1
20,71185,MORTGAGE,5.6,MEDICAL,A,5214,12.48,0.073,Y,7,1
57,16193,MORTGAGE,19.1,MEDICAL,C,3806,9.77,0.235,N,5,1
34,26509,MORTGAGE,2.4,VENTURE,C,22274,8.69,0.84,N,22,0
63,36336,RENT,8.1,MEDICAL,D,1472,5.0,0.041,N,17,0
41,75004,RENT,8.9,VENTURE,A,2383,5.0,0.032,N,9,0
51,50416,RENT,2.7,EDUCATION,A,22599,17.47,0.448,Y,8,0
32,59677,MORTGAGE,5.5,DEBTCONSOLIDATION,G,4651,7.18,0.078,N,12,0
58,71097,RENT,4.1,HOMEIMPROVEMENT,C,12444,13.25,0.175,N,4,0
42,30446,RENT,11.2,VENTURE,G,804,12.43,0.026,N,17,1
25,95069,OWN,3.0,HOMEIMPROVEMENT,C,32697,8.55,0.344,N,13,0
43,76970,RENT,3.2,MEDICAL,B,651,11.2,0.008,N,24,0
56,43744,MORTGAGE,8.4,VENTURE,C,31653,11.26,0.724,N,22,1
54,44899,RENT,7.7,MEDICAL,B,21543,11.28,0.48,N,4,1
49,39945,RENT,,MEDICAL,C,1294,8.54,0.032,N,23,0
61,38881,MORTGAGE,3.7,EDUCATION,B,28869,11.23,0.742,N,25,0
54,37290,MORTGAGE,8.1,HOMEIMPROVEMENT,C,6015,8.9,0.161,Y,10,1
56,42851,RENT,3.6,PERSONAL,C,7085,11.21,0.165,N,9,0
53,34575,MORTGAGE,5.4,HOMEIMPROVEMENT,E,5815,12.67,0.168,N,28,0
30,75577,RENT,2.6,DEBTCONSOLIDATION,B,29275,8.09,0.387,Y,18,0
60,50664,RENT,6.7,DEBTCONSOLIDATION,D,17821,10.2,0.352,Y,4,0
50,29018,MORTGAGE,3.9,PERSONAL,C,23347,15.81,0.805,N,11,1
48,59110,RENT,1.8,VENTURE,A,22613,8.75,0.383,N,2,0
53,74922,RENT,,DEBTCONSOLIDATION,C,26967,8.28,0.36,N,13,1
54,82778,MORTGAGE,6.3,EDUCATION,B,2828,15.14,0.034,N,17,0
44,103943,MORTGAGE,5.0,HOMEIMPROVEMENT,E,11843,,0.114,N,24,0
37,36179,RENT,3.1,MEDICAL,A,578,13.13,0.016,N,28,0
25,16667,RENT,3.1,EDUCATION,D,13741,14.2,0.824,N,3,0
31,47934,MORTGAGE,12.2,HOMEIMPROVEMENT,C,18889,16.27,0.394,Y,17,0
41,26563,MORTGAGE,4.0,EDUCATION,A,1866,12.69,0.07,N,20,1
31,38596,RENT,9.1,MEDICAL,B,20490,11.2,0.531,N,25,0
35,32583,MORTGAGE,7.3,DEBTCONSOLIDATION,E,33161,16.84,1.018,N,15,1
63,59520,MORTGAGE,14.3,PERSONAL,D,33859,5.87,0.569,N,24,0
26,48004,RENT,8.1,MEDICAL,B,31582,9.82,0.658,N,7,1
32,82663,RENT,16.7,MEDICAL,E,34952,12.1,0.423,N,20,0
34,24371,RENT,2.9,PERSONAL,B,21282,9.41,0.873,N,15,1
47,41305,RENT,,VENTURE,D,6270,13.09,0.152,N,22,1
53,101850,RENT,7.2,VENTURE,A,3614,12.19,0.035,N,11,0
42,28369,RENT,2.8,VENTURE,D,1530,,0.054,N,22,0
33,74926,RENT,6.5,EDUCATION,C,20832,12.24,0.278,N,21,0
22,63737,RENT,7.9,PERSONAL,B,32270,10.69,0.506,N,12,0
29,97886,RENT,8.0,HOMEIMPROVEMENT,B,26162,,0.267,N,15,0
24,37164,RENT,5.8,EDUCATION,A,20590,8.4,0.554,N,5,0
54,70979,MORTGAGE,1.2,EDUCATION,E,14172,17.87,0.2,N,17,1
34,31970,RENT,0.5,VENTURE,A,14850,9.39,0.464,N,25,0
64,37819,RENT,2.9,PERSONAL,F,21430,15.59,0.567,N,17,1
36,74819,RENT,1.4,MEDICAL,D,14045,13.52,0.188,N,5,0
63,31802,RENT,2.2,PERSONAL,B,32920,7.34,1.035,N,25,1
28,37257,MORTGAGE,10.9,EDUCATION,C,14140,7.53,0.38,Y,28,0
34,55803,MORTGAGE,14.6,HOMEIMPROVEMENT,B,10490,13.77,0.188,N,4,0
44,64235,RENT,4.0,PERSONAL,D,17117,9.01,0.266,N,23,0
42,34852,MORTGAGE,2.1,HOMEIMPROVEMENT,B,3321,7.86,0.095,N,18,0
33,42671,RENT,8.2,HOMEIMPROVEMENT,A,6681,11.25,0.157,N,9,0
58,40114,MORTGAGE,5.3,HOMEIMPROVEMENT,F,14406,6.45,0.359,N,26,0
30,28079,MORTGAGE,2.8,EDUCATION,A,10763,11.62,0.383,N,2,1
20,50792,MORTGAGE,4.2,HOMEIMPROVEMENT,B,5007,9.06,0.099,N,13,0
22,18620,RENT,7.4,EDUCATION,D,18355,17.67,0.986,N,20,1
28,116775,RENT,,EDUCATION,A,14002,10.61,0.12,Y,9,0
28,87850,RENT,3.0,HOMEIMPROVEMENT,A,33135,11.45,0.377,N,27,1
44,27562,OWN,9.9,PERSONAL,A,6461,8.61,0.234,N,26,0
24,51316,RENT,7.2,PERSONAL,A,23048,11.09,0.449,N,18,0
59,69108,RENT,12.3,HOMEIMPROVEMENT,G,21804,11.26,0.316,N,23,1
24,14484,RENT,3.6,MEDICAL,D,8393,10.47,0.579,N,19,1
24,83393,RENT,13.9,HOMEIMPROVEMENT,B,32412,7.0,0.389,N,14,0
60,88058,MORTGAGE,9.8,DEBTCONSOLIDATION,B,6844,9.01,0.078,N,2,0
43,80449,RENT,2.8,MEDICAL,A,1965,12.9,0.024,N,5,0
45,80351,MORTGAGE,7.4,DEBTCONSOLIDATION,B,10650,7.78,0.133,N,22,0
44,34216,OWN,6.7,MEDICAL,A,30474,13.19,0.891,N,25,1
50,33851,RENT,9.9,PERSONAL,B,21470,8.99,0.634,Y,11,1
25,55524,RENT,8.4,VENTURE,C,31075,14.8,0.56,N,4,1
57,43923,RENT,1.9,PERSONAL,B,29968,11.27,0.682,Y,22,0
60,66547,RENT,10.6,EDUCATION,C,12343,11.66,0.185,N,10,0
58,52902,RENT,3.7,PERSONAL,F,29601,5.0,0.56,N,2,1
59,43281,MORTGAGE,8.2,HOMEIMPROVEMENT,C,1528,9.46,0.035,N,5,0
46,36682,RENT,2.4,PERSONAL,D,20028,11.17,0.546,N,28,1
48,63831,MORTGAGE,14.9,VENTURE,C,9722,,0.152,N,18,0
42,136213,MORTGAGE,5.8,DEBTCONSOLIDATION,D,31614,13.73,0.232,N,14,0
48,73180,MORTGAGE,11.7,PERSONAL,C,13125,13.74,0.179,N,14,0
40,48060,RENT,3.2,EDUCATION,B,22936,18.7,0.477,N,17,0
39,103430,RENT,5.4,VENTURE,E,17150,9.2,0.166,N,17,0
34,33687,OWN,6.5,HOMEIMPROVEMENT,F,4998,8.64,0.148,N,23,1
39,31180,MORTGAGE,1.5,HOMEIMPROVEMENT,B,4608,7.45,0.148,N,2,0
60,52980,RENT,8.2,DEBTCONSOLIDATION,D,3852,9.3,0.073,N,14,0
39,34795,RENT,9.1,MEDICAL,B,4033,8.62,0.116,N,21,0
25,44839,MORTGAGE,,EDUCATION,C,5631,6.37,0.126,N,25,0
41,153011,MORTGAGE,10.8,VENTURE,D,22499,10.87,0.147,N,10,0
61,65307,RENT,8.1,HOMEIMPROVEMENT,C,1808,11.94,0.028,N,26,0
25,69041,MORTGAGE,1.8,PERSONAL,A,34817,11.64,0.504,Y,22,0
49,60550,MORTGAGE,10.9,EDUCATION,C,16010,,0.264,N,13,0
33,73052,RENT,0.7,EDUCATION,C,34233,10.99,0.469,Y,18,0
46,52516,MORTGAGE,7.2,VENTURE,C,4398,10.71,0.084,Y,16,0
25,77583,MORTGAGE,6.9,VENTURE,A,11314,11.29,0.146,N,3,0
36,84212,RENT,6.0,DEBTCONSOLIDATION,A,28959,10.01,0.344,N,10,0
46,47397,MORTGAGE,,MEDICAL,A,31572,12.87,0.666,Y,3,0
24,39255,RENT,6.1,MEDICAL,B,18234,13.67,0.465,Y,4,1
56,20181,RENT,6.9,DEBTCONSOLIDATION,C,9233,11.25,0.458,N,11,1
51,45226,MORTGAGE,6.1,DEBTCONSOLIDATION,F,29404,11.33,0.65,N,29,0
50,118118,OWN,9.5,DEBTCONSOLIDATION,D,3876,9.52,0.033,Y,13,0
31,33540,OWN,8.4,PERSONAL,D,33143,9.8,0.988,Y,14,1
38,42752,MORTGAGE,5.5,PERSONAL,A,27684,7.58,0.648,N,22,0
59,44617,OWN,1.6,VENTURE,F,12950,12.42,0.29,N,22,1
26,19693,MORTGAGE,13.9,EDUCATION,B,29373,14.84,1.492,N,24,1
46,33932,MORTGAGE,2.3,EDUCATION,E,33771,14.3,0.995,N,20,1
59,41589,RENT,3.9,HOMEIMPROVEMENT,F,9808,6.13,0.236,Y,15,1
48,55205,MORTGAGE,7.9,PERSONAL,C,725,11.2,0.013,Y,4,0
56,48709,RENT,9.0,PERSONAL,C,32627,13.5,0.67,Y,13,1
57,44453,OTHER,6.8,MEDICAL,B,19348,6.94,0.435,Y,16,1
60,60970,RENT,,PERSONAL,E,1956,5.64,0.032,N,7,0
59,85070,RENT,,PERSONAL,D,22781,9.0,0.268,N,15,0
55,96286,MORTGAGE,4.1,DEBTCONSOLIDATION,E,31459,12.83,0.327,N,18,0
53,38281,RENT,0.9,MEDICAL,F,28746,,0.751,Y,16,1
46,60747,RENT,2.0,MEDICAL,A,32004,11.71,0.527,N,27,1
62,23194,MORTGAGE,4.6,PERSONAL,A,9488,9.19,0.409,N,21,1
22,70717,RENT,7.2,EDUCATION,D,747,10.36,0.011,Y,26,1
64,103546,RENT,4.2,PERSONAL,D,9889,8.99,0.096,N,9,1
32,86593,OTHER,4.0,HOMEIMPROVEMENT,A,23830,12.53,0.275,N,23,0
47,50858,OWN,11.0,EDUCATION,B,8894,12.97,0.175,Y,25,0
37,64782,RENT,1.5,PERSONAL,E,6654,11.36,0.103,N,5,1
53,94946,RENT,5.5,VENTURE,A,1219,,0.013,N,28,0
26,90843,MORTGAGE,8.9,HOMEIMPROVEMENT,E,1665,16.24,0.018,N,11,0
28,36341,MORTGAGE,,MEDICAL,B,30011,8.74,0.826,N,15,1
32,49790,MORTGAGE,2.5,DEBTCONSOLIDATION,C,33983,11.57,0.683,N,18,1
63,68149,MORTGAGE,2.2,DEBTCONSOLIDATION,A,15403,9.94,0.226,Y,13,0
56,25138,RENT,9.0,HOMEIMPROVEMENT,C,18291,6.26,0.728,N,26,1
27,84014,RENT,2.5,VENTURE,A,27314,,0.325,N,29,0
28,60290,RENT,7.1,EDUCATION,C,20038,10.15,0.332,N,5,0
22,143160,MORTGAGE,2.1,MEDICAL,C,3193,7.56,0.022,N,10,0
59,28492,MORTGAGE,8.2,MEDICAL,G,31490,6.08,1.105,N,10,0
62,25293,RENT,9.2,DEBTCONSOLIDATION,B,14784,14.28,0.585,N,8,0
63,66958,OWN,11.5,PERSONAL,C,2210,10.86,0.033,N,14,0
33,68427,MORTGAGE,0.4,VENTURE,C,16317,5.02,0.238,N,25,0
38,132075,RENT,8.8,PERSONAL,A,13941,11.71,0.106,N,14,1
40,23875,RENT,,DEBTCONSOLIDATION,B,14053,13.72,0.589,N,19,0
55,37697,RENT,6.8,PERSONAL,C,20875,,0.554,N,11,0
30,69703,RENT,12.4,EDUCATION,B,23134,13.68,0.332,Y,6,1
32,64737,RENT,2.2,DEBTCONSOLIDATION,B,8575,10.76,0.132,Y,18,0
36,20286,RENT,11.0,VENTURE,C,27226,11.86,1.342,Y,28,1
52,49609,OWN,2.2,PERSONAL,A,15185,15.23,0.306,N,6,0
44,131619,OTHER,8.0,PERSONAL,D,32789,7.39,0.249,N,18,0
49,76635,RENT,,MEDICAL,A,933,5.0,0.012,N,15,0
40,97477,RENT,,PERSONAL,A,32708,,0.336,N,11,0
52,43177,MORTGAGE,3.2,VENTURE,B,4359,11.77,0.101,N,9,0
53,27333,MORTGAGE,3.5,PERSONAL,D,30772,13.75,1.126,N,10,1
40,30604,MORTGAGE,,PERSONAL,A,32161,,1.051,N,2,1
25,90617,MORTGAGE,3.3,VENTURE,B,5794,5.88,0.064,N,3,1
52,55674,RENT,8.7,DEBTCONSOLIDATION,D,19449,10.37,0.349,Y,12,1
44,67660,MORTGAGE,0.7,HOMEIMPROVEMENT,B,2057,13.85,0.03,N,3,0
21,102133,MORTGAGE,,DEBTCONSOLIDATION,B,34615,13.2,0.339,N,26,0
39,50718,MORTGAGE,5.3,EDUCATION,C,10924,12.78,0.215,N,27,0
63,61332,RENT,17.4,EDUCATION,E,20588,,0.336,Y,7,0
31,158398,MORTGAGE,,HOMEIMPROVEMENT,B,9779,,0.062,N,8,0
56,44205,OWN,,HOMEIMPROVEMENT,B,4440,12.55,0.1,N,20,0
59,50779,MORTGAGE,6.7,HOMEIMPROVEMENT,B,19546,12.5,0.385,N,28,0
55,36924,RENT,3.1,PERSONAL,D,30634,7.67,0.83,N,13,1
63,58299,OWN,8.9,PERSONAL,B,9642,6.94,0.165,N,29,1
35,57626,MORTGAGE,4.7,MEDICAL,A,17082,14.51,0.296,N,2,0
56,61343,MORTGAGE,6.8,HOMEIMPROVEMENT,B,26898,6.82,0.438,N,14,0
41,76242,RENT,0.6,HOMEIMPROVEMENT,A,15542,8.56,0.204,N,14,0
60,22185,RENT,3.3,VENTURE,A,34499,10.67,1.555,N,28,1
36,28454,MORTGAGE,2.5,EDUCATION,B,21274,,0.748,Y,16,1
37,73574,RENT,4.6,PERSONAL,B,9561,13.91,0.13,N,10,1
39,22413,MORTGAGE,1.4,VENTURE,F,21383,11.13,0.954,N,10,1
58,33342,MORTGAGE,4.2,PERSONAL,C,1726,10.09,0.052,N,18,0
44,141497,OWN,7.2,DEBTCONSOLIDATION,E,33220,15.08,0.235,N,8,0
24,28262,MORTGAGE,5.7,HOMEIMPROVEMENT,C,8496,10.53,0.301,Y,29,0
34,56892,MORTGAGE,6.9,VENTURE,C,11156,11.07,0.196,N,21,0
59,68237,RENT,1.9,VENTURE,B,10551,5.54,0.155,N,12,0
55,85715,MORTGAGE,6.9,EDUCATION,A,21191,13.68,0.247,N,13,0
60,62462,RENT,8.4,DEBTCONSOLIDATION,D,17147,8.67,0.275,Y,6,1
59,46815,RENT,1.9,PERSONAL,C,16707,10.74,0.357,N,26,0
24,33981,OWN,,VENTURE,B,22349,8.57,0.658,N,16,0
31,194228,MORTGAGE,17.8,DEBTCONSOLIDATION,B,31407,7.14,0.162,N,3,0
